b_cate,m_cate,s_href,s_cate,book_img,book_name,book_url,book_desc,book_price,book_author,book_publish_data,book_press,book_comment
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/14/15/1262955092-1_b_2.jpg, 大音正版音像CD 经典哲理美文-人的高贵在于灵魂 周国平 珍藏版1碟片+书 睡前听故事车载音像 儿童有声读物cd 幼教 本辑收录周国平先生亲自朗诵作品《在沉默中面对》 朗诵者：中央电视台编导、著名演播艺术家 李野墨；中央电视台著名节目主持人 王凯,http://product.dangdang.com/1262955092.html,,¥23.75,周国平,2015-08-13,广东大音音像出版社,29条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m5.ddimg.cn/65/33/22913615-1_b_2.jpg, 中国通史 五代十国、北宋、南宋、元朝/故事版/4CD ,http://product.dangdang.com/22913615.html,《中国通史（4）：五代十国北宋南宋元朝》特邀中国特级语言大师姚娟和话剧表演艺术家张腾播讲，在艺术享受中完成学习。本节目一个朝代（或者重大时期）一集，从上古到清朝末年共20集。一集用6~8个故事，概括描述当期的主要事件、人物及社会、政治、科学、文化状态。4集合装一组，共5组。听15个小时的故事即可通晓《中国通史》，是快速提升个人素养和综合素质的好帮手。,¥16.00,,None,,202条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m0.ddimg.cn/97/33/22570810-1_b_2.jpg, 封神演义（10CD）开车读古典小说 ,http://product.dangdang.com/22570810.html,《封神演义》是中国古代最负盛名的神魔小说之一，它兼具《西游记》的浪漫色彩、《三国演义》的历史厚度、《红楼梦》的铺张场面和《水浒传》的英雄风貌，明清以来在我国民间广为流传。它所展现的超乎自然的人物形象、神奇莫测的仙术道法、曲折生动的故事情节，都那么引人入胜。 马长辉：著名青年评书演员，曾受著名评书表演艺术家单田芳先生亲自指点。2005年被评为沈阳市“十大杰出青年”，多次做客央视访谈节目。他的评书情绪饱满，擅长演绎激情故事。代表作品《云海玉弓缘》《包青天》等在全国几十家电台均有播出。最新作品《聊斋志异》《三言二拍》《说岳全传》等亦受到听众的广泛好评。,¥93.60,,None,,76条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m9.ddimg.cn/53/19/22876379-1_b_2.jpg, 死亡通知单之宿命（MP3）道听途说 ,http://product.dangdang.com/22876379.html,恐怖、诡异，精彩！ 随心点播经典名篇，有效利用无聊时间。没时间读书？那就道听途说吧！ 时事推理小说创始人周浩晖，续《死亡通知单》之后，再创本土推理新巅峰！用最凝练厚重的笔法，写出最悲怆的宿命。,¥17.50,,None,,24条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m9.ddimg.cn/93/10/1306966809-1_b_1.jpg, 明朝那些事儿1-7部CD MP3光碟 音频 可车载 孙一播讲有声历史小说 官方正版 闪电发货,http://product.dangdang.com/1306966809.html,,¥588.00,,None,,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m7.ddimg.cn/52/32/1392428617-1_b_1.jpg, 蒋勋说红楼梦逝去的大观园(一回至八十回)(有声书)(40CD-MP3)约180小时音频(无图像)光盘影碟片 正规机打增值税普通发票 满1000元送16G U盘 新疆西藏运费单独计算 请联系客服协商！,http://product.dangdang.com/1392428617.html,,¥1120,蒋勋,2010-10-01,中国国际广播音像出版社,1条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/84/31/1403363892-1_b_2.jpg, 曹灿播讲：红楼梦的故事 10CD ——家佳听书馆 没时间读书，那就听书吧！,http://product.dangdang.com/1403363892.html,,¥29.00,,2009-03-01,北京科海电子出版社,23条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m6.ddimg.cn/94/17/1175129896-1_b_1.jpg, 乔榛 名家朗诵 幸福的渴望中外抒情诗歌朗诵 有声读物车载CD 正版 ,http://product.dangdang.com/1175129896.html,,¥12.35,大音,2011-10-06,广东大音音像出版社,44条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m9.ddimg.cn/73/15/1150545799-1_b_1.jpg, CCTV 法律讲堂文史国粹名著(20CD音频无图像)名家解读三国演义水浒传红楼梦西游记包青天车载光盘碟片 正规机打增值税普通发票 全新正版未拆封 满1000元 送16G U盘！！,http://product.dangdang.com/1150545799.html,,¥609.00,纪录片,2010-11-01,中国国际电视总公司,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m0.ddimg.cn/21/33/22805760-1_b_2.jpg, 幽默大全 第1辑（4CD） ,http://product.dangdang.com/22805760.html,幽默是一种智慧，幽默也是一门哲学。在生活中，我们经常会因为听到一句幽默有趣的话而不由得会心一笑。幽默是生活的润滑剂，谈吐幽默的人往往更受人欢迎。可以说：生活因幽默而有趣，幽默也因生活而精彩。当您身心疲惫之时，不妨听听幽默笑话，在开心一笑的同时，无疑可以放松身心，减轻压力，让自己抖擞精神重新起程。,¥42.40,,None,,35条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/82/16/1403363692-1_b_2.jpg, 孙敬修播讲：西游记的故事（12CD 珍藏版）——家佳听书馆系列 没时间读书，那就听书吧！,http://product.dangdang.com/1403363692.html,,¥55.00,,2009-03-01,北京科海电子出版社,5条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m8.ddimg.cn/45/9/1032387588-1_b_1.jpg, 高中生古诗文40篇书+1MP3高中辅导学习古诗词 解释拼音音频课外读物 ,http://product.dangdang.com/1032387588.html,《高中生古诗文40篇》，高中分册囊括了人教新课标版教材中的古诗文课文篇目，并加以全面的导读、注释和赏析。这本书是高中学生语文学习的案头书，其主要作用在于帮助同学们全面理解和准确背记人教课标版高中阶段的全部古诗文篇目，引导学生感受古诗文的意境，审美。,¥22.80,大音,2017-11-07,广东大音音像出版社,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/18/18/1401090192-1_b_2.jpg, 盗墓笔记第六卷阴山古楼 周建龙 有声小说 家佳听书馆 道听途说 没时间读书，那就听书吧！,http://product.dangdang.com/1401090192.html,,¥53.00,,2009-03-01,北京科海电子出版社,1条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m7.ddimg.cn/56/28/1086763547-1_b_1.jpg, 大音正版音像CD 店长隆重推荐：岭南儿歌童谣 童谣雅韵 岭南童谣大典3书20CD 幼儿成长 睡前听故事车载音像 儿童有 由著名儿童文学家、教授陈子典先生精心整理编辑、广东大音音像出版社策划出版的《童谣雅韵——岭南童谣大典》系列产品将与近期与广大读者听众见面。该产品含《广府童谣》《客家童谣》《潮汕童谣》三册。,http://product.dangdang.com/1086763547.html,,¥312.80,陈子典,2016-01-06,广东音像出版社,6条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/65/36/1259623892-1_b_2.jpg, 大音正版音像CD 中外传世诗歌散文精华-海边幻想 睡前听故事车载音像 儿童有声读物cd 幼教启蒙 名家朗诵 青少年中外 本册收入了纪伯伦、乔治?桑、德富芦花、惠特曼、德莱塞、雨果等世界著名作家的7篇散文。炎炎夏日，去海边度假是一个不错的选择，来到海边，你不仅可以倾听那动听的《浪之歌》，还可以躺在软软的沙滩上，,http://product.dangdang.com/1259623892.html,,¥23.75,委员会编订,2015-07-16,广东大音音像出版社,9条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m4.ddimg.cn/60/19/22834014-1_b_2.jpg, 笑话大全（第2辑）（4CD） ,http://product.dangdang.com/22834014.html,笑话是我们生活中不可缺少的调味剂。当您心情烦闷时，一个有趣的笑话就能帮您扫除阴霾；当您身心疲惫时，一个轻松的笑话就能帮您扫除倦怠；朋友相聚、浪漫相约时，一个可爱的笑话能让气氛多得更加和谐融洽；在乏味的旅途中，听听笑话，开心一笑，会让您的旅途变得轻松有趣、快意融融……笑话在您耳边，快乐在您心间！,¥42.40,,None,,50条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m5.ddimg.cn/19/16/22852585-1_b_2.jpg, 鬼吹灯4部曲+刑警罗飞全集系列超值套装 10MP3 ,http://product.dangdang.com/22852585.html,汽车上的娱乐文化。 同样的诡异玄幻不同的传奇故事，同样欲罢不能，不同的震撼穿越。再现那些令人浑身发冷的刺激场景。 随心点播经典名篇，有效利用无聊时间，没时间读书？那就道听途说吧！,¥55.20,,None,,43条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m8.ddimg.cn/71/32/23395058-1_b_1.jpg, 东篱采菊——陶渊明作品欣赏（李野墨朗诵） ,http://product.dangdang.com/23395058.html,聆听经典·中国古代卷 表演艺术家 中央电视台中国电视剧制作中心导演 野墨,¥25.50,,None,,8条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m9.ddimg.cn/52/18/1063120759-1_b_1.jpg, 世界经典童话故事鲁滨逊漂流记小学生版 5cd适合6-12岁 正版包发票，当天发货！多购有礼品赠送！,http://product.dangdang.com/1063120759.html,,¥50.00,田龙,2015-09-08,广东大音音像出版社,3条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/21/15/1205605092-1_b_2.jpg, 大音正版音像CD 世界名著-绿野仙踪 （书 4CD） 睡前听故事车载音像 儿童有声读物cd 幼教启蒙 名家朗诵 青少年 入选美国儿童文学协会十部最伟大的儿童文学作品，被称为美国的《西游记》。领先一步让孩子倾听世界名著，触动孩子心灵的20部经典作品。,http://product.dangdang.com/1205605092.html,,¥58.90,央广集团播音员左左,2014-04-02,广东大音音像出版社,10条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/80/3/1259635292-1_b_2.jpg, 大音正版音像CD 名家配乐朗诵-中外诗歌散文经典作品大合集（10部精品版修订）（10CD+1书）睡前听故事车载音像 儿 本辑是由著名朗诵艺术家们配乐朗诵的中外作家的散文、诗歌，是一部值的珍藏的作品。,http://product.dangdang.com/1259635292.html,,¥153.00,委员会编订,2015-07-16,广东大音音像出版社,9条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m1.ddimg.cn/83/32/22494071-1_b_2.jpg, 晋书（开车读二十五史）（15CD） ,http://product.dangdang.com/22494071.html,晋朝，中国历史上第三个大一统朝代，分为西晋和东晋两个时期。西晋由司马炎篡曹魏政权而建立，虽有短暂的“太康盛世”，更有祸国殃民的“八王之乱”。五胡乱华，晋室南渡。西晋灭亡后，东晋偏安江南。北方各族纷纷建立政权，攻伐不断，社会动荡不堪……正所谓，晋朝历史丰富多彩，大有可观！,¥144.80,,None,,44条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/26/21/1262916692-1_b_2.jpg, 大音正版音像CD 名家配乐朗诵：中国现代诗歌散文经典作品配乐朗诵系列[第一辑]（10CD 书） 睡前听故事车载音像 儿 这套配乐朗诵系列选编了我国现代文学*具影响力的十位作家的作品。他们是鲁迅、周作人、朱自清、徐志摩、郁达夫、俞平伯、梁实秋、冰心、沈从文和丰子恺。,http://product.dangdang.com/1262916692.html,,¥179.00,委员会编订,2015-08-07,广东大音音像出版社,58条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/90/17/1213314192-1_b_2.jpg, 大音正版音像CD 儿童科幻小说-八十天环游世界--领先一步让孩子倾听世界名著（书 5碟片） 睡前听故事车载音像 儿童有 《八十天环游世界》由法国文坛凡尔纳编著，而此部作品则使他的盛名达到了最高峰。领先一步让孩子倾听世界名著，触动孩子心灵的20部经典作品。,http://product.dangdang.com/1213314192.html,,¥57.80,央广集团播音员田龙,2014-07-01,广东大音音像出版社,48条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/89/29/20828402-1_b_2.jpg, 杜拉拉：升职记（软件） ,http://product.dangdang.com/20828402.html,道听途说：为汽车族，专业打造汽车上的精彩生活！为您提供人文性、历史性、趣味性的专门在车上听的娱乐、文化。让您随时、随处在您的车里用耳朵领略更为宽广缤纷世界！让您切实体会到：行万里路，听世界风！,¥17.50,,None,,10条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/87/4/1248736092-1_b_2.jpg, 大音正版音像CD 儿童成长必听故事-中国古代寓言故事+中国神话传说故事（珍藏版合计16碟片+书）睡前听故事车载音像 儿 中国民间传说故事、勇气倍增传说故事、勤劳智慧传说故事、英杰传奇传说故事、传统美德传说故事、奇趣开心传说故事、民间习俗传说故事。特别适合5-14岁孩子聆听朗读。《中国古代寓言故事（珍藏版）》精选了190,http://product.dangdang.com/1248736092.html,,¥173.00,曹灿牟云王明军田洪涛曾颖,2014-07-03,广东大音音像出版社,45条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m2.ddimg.cn/6/28/1259726892-1_b_2.jpg, 大音正版音像CD 外国诗歌欣赏-你是我爱的精灵 书 2CD正版 睡前听故事车载音像 儿童有声读物cd 幼教启蒙 名家朗 本册收录外国经典的爱情诗歌19首及英文情歌15曲，不乏雨果、彭斯、泰戈尔、雪莱等诗人的浪漫名作。乔榛、丁建华等艺术家倾情演绎这些文学作品，油墨与声音的交融，使得字字有情愫，句句有爱意。,http://product.dangdang.com/1259726892.html,,¥29.75,委员会编订,2015-07-22,广东大音音像出版社,15条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m4.ddimg.cn/77/16/1385650904-1_b_1.jpg, 方明播音朗诵作品(10CD)(无图像)车载音频光盘碟片 正规机打增值税普通发票/全新正版未拆封/满1000元送16GU盘！！,http://product.dangdang.com/1385650904.html,,¥470.00,方明,2012-05-01,中国广播电视大学音像出版社,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m9.ddimg.cn/69/20/1003028469-1_b_1.jpg, 素年锦时之——月棠记 【100%正版图书，当天发货！送好父母决定孩子一生5小时在线课程，送演说论语16小时在线视频】,http://product.dangdang.com/1003028469.html,,¥11.90,,2017-11-13,新汇集团上海声像出版社,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.28.00.00.00.00.html,有声读物,http://img3m0.ddimg.cn/55/4/1380547630-1_b_2.jpg, 原装正版 大音 给孩子的诗（4CD＋书）北岛选编 让孩子领先一步倾听世界名著 正版保证！闪电发货！包发票！,http://product.dangdang.com/1380547630.html,,¥68.00,,None,,8条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m7.ddimg.cn/60/19/1326133077-1_b_2.jpg, 汽车载cd光盘正版经典流行歌曲DJ中英文无损发烧音乐黑胶唱片碟片 ,http://product.dangdang.com/1326133077.html,,¥129.00,广东音像出版社,2016-04-02,广东音像出版社,6条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m7.ddimg.cn/43/8/1276482877-1_b_1.jpg, 正版3D立体环绕电音中文重低音无损音乐光盘汽车车载dj舞曲CD碟片 环绕电音 立体 8张CD 重低音,http://product.dangdang.com/1276482877.html,,¥94.00,深圳音像公司,2016-04-02,深圳音像公司出版,2条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m7.ddimg.cn/43/3/1116353347-1_b_2.jpg, 新华书店正版 DJ舞曲 京城工体音乐 黑胶10CD ,http://product.dangdang.com/1116353347.html,,¥115.00,,2014-12-20,1,1条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m9.ddimg.cn/66/3/1045320969-1_b_1.jpg, 泰勒斯威夫特 新歌精选集 我们再也回不来了CD汽车载光盘无损音质 【100%正版光盘光碟不是图书！送董明珠说管理在线课程4小时和好父母决定孩子一生在线课程5小时】,http://product.dangdang.com/1045320969.html,,¥40.00,,2009-12-12,珠影白天鹅音像出版社,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m0.ddimg.cn/90/17/22641390-1_b_2.jpg, 大卫·库塔——舞动全世界（CD） ,http://product.dangdang.com/22641390.html,Where Them Girls At 邀来嘻哈派对王FIo Rida与玩乐怪杰Nicki Minaj跨刀 英式都会节奏蓝调歌手Taio Cruz混搭嘻哈天才Ludacris呈现 Uttle Bad Girl 流行巨星usher、嘻哈天团BIack Eyed Peas首脑Will.l.Am、饶舌巨星snoop Dogg、奥斯卡与格莱美 奖影歌双后Jennifer Hudson、嘻哈巨子UI Wayne、节奏蓝调歌手Chris Brown倾情献唱,¥46.20,,None,,29条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m3.ddimg.cn/35/28/20726873-1_b_2.jpg, 风靡世界的施特劳斯圆舞曲（2CD） ,http://product.dangdang.com/20726873.html,一个多世纪以来，施特劳斯家族的音乐作品在维也纳新年音乐会上盛演不衰，从未因国度的不同、地域的差异、人们欣赏品位的高低而呈现其局限性，更未曾因文化的革新、历史的变迁而改变其作为新年音乐会主角这一至高无上的地位。——世界音乐史,¥41.30,,None,,85条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m4.ddimg.cn/17/17/23952374-1_b_2.jpg, 最嗨流行的士高冠军版 ,http://product.dangdang.com/23952374.html,,¥26.60,,None,,1条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m7.ddimg.cn/17/32/1326138677-1_b_1.jpg, 汽车载dvd碟片流行音乐劲爆中文dj舞曲重低音 高清MV视频非cd光盘 ,http://product.dangdang.com/1326138677.html,,¥89.00,白天鹅音像出版社,2016-04-08,珠江电影制片公司白天鹅音像出版社,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m7.ddimg.cn/16/22/1007301157-1_b_1.jpg, 新华书店原装正版 舞曲 休闲 音乐 荷东 低音炮 中文舞曲CD ,http://product.dangdang.com/1007301157.html,,¥80.00,,2016-12-17,武汉音像出版社,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m9.ddimg.cn/35/28/1045751489-1_b_1.jpg, 欧美流行电音混音电子音乐英文歌曲黑胶汽车载光盘CD碟片dj舞曲 【100%正版光盘光碟不是图书！送董明珠说管理在线课程4小时和好父母决定孩子一生在线课程5小时】,http://product.dangdang.com/1045751489.html,,¥63.80,,2018-07-01,深圳音像出版,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m6.ddimg.cn/5/2/22870886-1_b_2.jpg, 舞动精灵：燃情舞池（CD） ,http://product.dangdang.com/22870886.html,德国舞曲大赛年度最佳舞曲团体Deutchscher Dance Award，超级舞曲天团舞动精灵Groove Coverage再度出击 网络下载量最高，拥有超过数百万次下载的超级流行舞曲《God is a girl》德国顶尖二人电子流行舞曲组合 重点推荐：Riot on the Dancefloor、Dangerous、Innocent,¥45.00,,None,,6条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m2.ddimg.cn/74/21/22559402-1_b_2.jpg, 迪高最流行2011（CD） ,http://product.dangdang.com/22559402.html,,¥46.20,,None,,4条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m3.ddimg.cn/43/12/1426286113-1_b_1.jpg, 3D环绕音乐汽车载cd光碟片工体慢摇重低音DJ中文劲爆舞曲无损2018 无损音质 附送精美碟包 共6张CD,http://product.dangdang.com/1426286113.html,,¥78.00,中经录音录像,2017-11-02,中经录音录像,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m2.ddimg.cn/63/15/23630472-1_b_1.jpg, 百乐门舞曲 ,http://product.dangdang.com/23630472.html,这些舞曲源自上世纪三四十年代的老唱片模版 半个多世纪岁月流逝 老上海的曼妙风情 却被这些旋律记录着重现着,¥266.00,,None,,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m9.ddimg.cn/74/28/23425949-1_b_1.jpg, ZROQ：舞夜尖叫 （CD） ,http://product.dangdang.com/23425949.html,★活跃在Beatport的常客-ZROQ，与诸多著名DJ及音乐人合作并为取得不凡成绩。 ★「Scream Like This」带你走进ZROQ的电音世界中，正如莎翁所言“一千个读者眼里有一千个哈姆雷特”，有多少听者听到这张专辑就有多少个电子世界被想象空间填充。 推荐曲目： Scream Like This舞夜尖叫,¥45.20,,None,,0条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m4.ddimg.cn/85/0/22641484-1_b_2.jpg, THE BETTER：魅影DJ/知道越少越好（CD） ,http://product.dangdang.com/22641484.html,★定义美国嘻哈音乐取样技巧的节奏玩咖 ★2011年最具娱乐性的专辑，拥有数不尽的精彩乐曲… allmusic网站四星优评 ★纽约嘻哈歌手与诗人Talib Kweli、瑞典电子乐团Little Dragon友情献唱,¥44.60,,None,,2条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m0.ddimg.cn/28/15/1339192630-1_b_2.jpg, 原装正版 汽车专用音乐 ：豪驾神曲（10CD）车载DJ舞曲 车载CD 光碟 正版保证！闪电发货！包发票！,http://product.dangdang.com/1339192630.html,,¥55.00,,None,,3条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m8.ddimg.cn/91/30/24003928-1_b_2.jpg, 3D环绕无损音质夜色嗨曲8CD ,http://product.dangdang.com/24003928.html,3D音乐：感受音乐贯穿你的耳朵， 左右环绕，忽远忽近，有层次感，给您带来不一样的听觉享受,¥68.75,,None,,9条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m4.ddimg.cn/26/13/23267204-1_b_2.jpg, 瑞典浩室神秘党：即刻引爆 ,http://product.dangdang.com/23267204.html,百大DJ排行榜前10位的瑞典超级电音劲旅最新电音制作，一网打尽所有排行畅销单曲，包括：发行首周空降英国流行金榜UK Chart与舞曲金榜冠军曲〈Don't You Worry Child〉，2012年葛莱美奖最佳舞曲提名之全美舞曲榜冠军曲〈Save The World〉，超优推荐：酷玩乐团Coldplay英国金榜冠军曲〈Paradise〉与Top 10单曲〈Every Teardrop Is A Waterfall〉混音版。,¥46.30,,None,,2条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m9.ddimg.cn/71/12/22865309-1_b_2.jpg, 远东帮：魔幻炫音/CD ,http://product.dangdang.com/22865309.html,全球舞池流行指标 全美超火电气天团 Justin Bieber等巨星大腕跨刀合作重磅大碟,¥43.00,,None,,9条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m3.ddimg.cn/19/29/22816153-1_b_2.jpg, 旅途狂欢2（CD） ,http://product.dangdang.com/22816153.html,,¥46.60,,None,,1条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m9.ddimg.cn/21/29/22507869-1_b_2.jpg, 钱妞Kesha：舞会指挥官\派对混音特辑（CD） ,http://product.dangdang.com/22507869.html,新世代“派对女王”，钱妞凯莎2011年官方唯一指定舞曲混音专辑；邀请全球当红舞曲混音DJ群，联手打碟舞不停；收录多首全美畅销单曲，派对热舞音乐一网打尽！,¥41.20,,None,,22条评论
期刊音像,音乐,http://category.dangdang.com/cp03.20.00.00.00.00.html,DJ/舞曲,http://img3m9.ddimg.cn/22/32/1291499869-1_b_1.jpg, 正版碟片 全球百大DJ 艾维奇 真实混音 混音奇迹 故事 真实 3CD 【100%正版光盘光碟不是图书！送董明珠说管理在线课程4小时和好父母决定孩子一生在线课程5小时】,http://product.dangdang.com/1291499869.html,,¥180.00,,2018-05-02,广东出版社,0条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/31/13/1076836099-1_b_1.jpg, 思维导图学习系列 引爆思维画出高分(初中版)(5DVD软件版+143张学习导图)视频光盘碟片 正规机打增值税普通发票 全新正版未拆封 满1000元 送16G U盘！！,http://product.dangdang.com/1076836099.html,,¥446.00,张鹏生,2015-11-01,清华同方电子音像出版社,4条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/32/21/1152186089-1_b_1.jpg, 原装正版 义务教育教科书 英语（精通）（三年级起点）三年级上册 多媒体同步学习光盘 3CD-ROM 教学教辅 小学教育 ,http://product.dangdang.com/1152186089.html,,¥90.00,,None,,6条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/15/5/1248178947-1_b_1.jpg, 人教版新课标 小学三年级作文 (6VCD) ,http://product.dangdang.com/1248178947.html,,¥85.00,赵景瑞,2014-03-01,人民教育出版社,8条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m4.ddimg.cn/96/9/23450424-1_b_2.jpg, 黄保余阅读训练营（6 DVD） （语文阅读得高分策略与技巧小学卷配套光盘）,http://product.dangdang.com/23450424.html,,¥624.00,黄保余,2013-01-01,东北师范大学音像出版社,187条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/67/3/1068771199-1_b_1.jpg, 思维导图伴你学 初中数学 导图+手册(DVD扫码看视频) 特别说明：新版的里面没有DVD光盘了，扫码看视频，需要优惠码的请联系客服，谢谢！!!,http://product.dangdang.com/1068771199.html,,¥55.00,李习坤,2014-10-01,北京大学音像出版社,15条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m7.ddimg.cn/86/24/1314650687-1_b_2.jpg, 指百针数理化黄金模型解题法 高中数学+物理+化学+英语+作文(46DVD+赠送7本手册+赠送1套密卷)视频讲座光盘碟片 此套DVD有加密防止盗版复制，只能用带DVD光驱的台式电脑播放！！！DVD影碟机播放不了，特此说明！！,http://product.dangdang.com/1314650687.html,,¥995.00,专家团,2015-07-01,清华同方出版社,2条评论
期刊音像,教育音像,http://category.dangdang.com/cp07.11.00.00.00.00.html,教材教辅,http://img3m9.ddimg.cn/32/7/1118724089-1_b_1.jpg, 原装正版 快乐汉语（第二版） 第一册（英语版） 2CD 教学教辅 汉语学习 标准语音 社交用语 车载CD ,http://product.dangdang.com/1118724089.html,,¥30.00,,None,,9条评论
